student_id,gender,lunch,school,classroom
RTV9D,Male,Does not qualify,UAGPU,62L
S8HYS,Female,Does not qualify,UAGPU,62L
SE4E4,Female,Does not qualify,UAGPU,62L
TQBTQ,Female,Does not qualify,UAGPU,62L
VEXWA,Female,Does not qualify,UAGPU,62L
W6LZR,Female,Does not qualify,UAGPU,62L
Y4ZOH,Male,Does not qualify,UAGPU,62L
YIFYG,Female,Does not qualify,UAGPU,62L
ZEUU8,Female,Does not qualify,UAGPU,62L
17EXU,Female,Does not qualify,UAGPU,NWZ
23BMT,Female,Does not qualify,UAGPU,NWZ
2GDJ8,Male,Does not qualify,UAGPU,NWZ
36YGH,Male,Does not qualify,UAGPU,NWZ
7NE6P,Female,Does not qualify,UAGPU,NWZ
93BY7,Male,Does not qualify,UAGPU,NWZ
ATEDY,Male,Does not qualify,UAGPU,NWZ
EHWEI,Male,Does not qualify,UAGPU,NWZ
F6MAL,Male,Does not qualify,UAGPU,NWZ
GVD2M,Male,Does not qualify,UAGPU,NWZ
JM80A,Male,Does not qualify,UAGPU,NWZ
LQAVG,Male,Does not qualify,UAGPU,NWZ
N1C5K,Male,Does not qualify,UAGPU,NWZ
OJM71,Female,Does not qualify,UAGPU,NWZ
S0UET,Female,Does not qualify,UAGPU,NWZ
TD1N0,Female,Does not qualify,UAGPU,NWZ
V9D0M,Female,Does not qualify,UAGPU,NWZ
WNW5P,Female,Does not qualify,UAGPU,NWZ
XGFGI,Male,Does not qualify,UAGPU,NWZ
Y2S14,Male,Does not qualify,UAGPU,NWZ
YBGHP,Female,Qualifies for reduced/free lunch,UAGPU,NWZ
2SCI6,Female,Does not qualify,UAGPU,S98
58GQ3,Male,Does not qualify,UAGPU,S98
5HZS0,Female,Does not qualify,UAGPU,S98
6O11H,Male,Does not qualify,UAGPU,S98
7BH6I,Male,Does not qualify,UAGPU,S98
B4BQ2,Female,Does not qualify,UAGPU,S98
BEDRH,Male,Does not qualify,UAGPU,S98
BZH4Z,Female,Does not qualify,UAGPU,S98
C6U78,Female,Does not qualify,UAGPU,S98
CG4PV,Female,Does not qualify,UAGPU,S98
DBWGP,Male,Does not qualify,UAGPU,S98
GGHJ9,Female,Does not qualify,UAGPU,S98
I9AT5,Male,Does not qualify,UAGPU,S98
LOKKS,Male,Does not qualify,UAGPU,S98
NA0CP,Female,Does not qualify,UAGPU,S98
PXW4K,Female,Does not qualify,UAGPU,S98
Q94QX,Male,Does not qualify,UAGPU,S98
RK9Y8,Male,Does not qualify,UAGPU,S98
RUJQB,Female,Does not qualify,UAGPU,S98
X7NOM,Male,Does not qualify,UAGPU,S98
ZU75P,Male,Does not qualify,UAGPU,S98
1LGMI,Female,Does not qualify,UKPGS,08N
3K3MA,Female,Does not qualify,UKPGS,08N
5AT7Y,Male,Does not qualify,UKPGS,08N
5OKGY,Female,Does not qualify,UKPGS,08N
6GUH0,Female,Does not qualify,UKPGS,08N
BVV7P,Male,Does not qualify,UKPGS,08N
CQRYE,Female,Does not qualify,UKPGS,08N
CSZV6,Male,Does not qualify,UKPGS,08N
MVXQR,Male,Does not qualify,UKPGS,08N
N1923,Female,Does not qualify,UKPGS,08N
NNADP,Male,Does not qualify,UKPGS,08N
OEVDO,Male,Does not qualify,UKPGS,08N
PC2MH,Female,Does not qualify,UKPGS,08N
RGXS6,Female,Does not qualify,UKPGS,08N
UX5JT,Male,Does not qualify,UKPGS,08N
V7CKV,Male,Does not qualify,UKPGS,08N
XZH2Z,Female,Does not qualify,UKPGS,08N
YGFAP,Female,Does not qualify,UKPGS,08N
YPTLT,Male,Does not qualify,UKPGS,08N
YXBYX,Male,Does not qualify,UKPGS,08N
ZAH4F,Female,Does not qualify,UKPGS,08N
32A5K,Male,Does not qualify,UKPGS,9AW
3S4PV,Female,Does not qualify,UKPGS,9AW
48A1T,Female,Does not qualify,UKPGS,9AW
8N6QZ,Female,Does not qualify,UKPGS,9AW
B4VE7,Male,Does not qualify,UKPGS,9AW
COAU1,Female,Does not qualify,UKPGS,9AW
CPSG8,Male,Does not qualify,UKPGS,9AW
DQYGC,Female,Does not qualify,UKPGS,9AW
EUE94,Female,Does not qualify,UKPGS,9AW
H2NHU,Female,Does not qualify,UKPGS,9AW
H9GCW,Female,Does not qualify,UKPGS,9AW
I4IR4,Male,Does not qualify,UKPGS,9AW
INLHM,Female,Does not qualify,UKPGS,9AW
JSXAG,Female,Does not qualify,UKPGS,9AW
KFYSH,Female,Does not qualify,UKPGS,9AW
LAFO1,Male,Does not qualify,UKPGS,9AW
M1AZ2,Male,Does not qualify,UKPGS,9AW
MDLIT,Male,Does not qualify,UKPGS,9AW
NMN96,Female,Does not qualify,UKPGS,9AW
S5EY9,Female,Does not qualify,UKPGS,9AW
TWZWL,Female,Does not qualify,UKPGS,9AW
VYVEK,Female,Does not qualify,UKPGS,9AW
WJITF,Male,Does not qualify,UKPGS,9AW
XOO4J,Male,Does not qualify,UKPGS,9AW
ZG15E,Male,Does not qualify,UKPGS,9AW
0QF6V,Female,Does not qualify,UKPGS,IPU
6ZVZS,Female,Does not qualify,UKPGS,IPU
7M97F,Male,Does not qualify,UKPGS,IPU
9C145,Male,Does not qualify,UKPGS,IPU
D6CTU,Female,Does not qualify,UKPGS,IPU
FDVGN,Male,Does not qualify,UKPGS,IPU
H08BV,Male,Does not qualify,UKPGS,IPU
JYMFD,Male,Does not qualify,UKPGS,IPU
MCBCN,Female,Does not qualify,UKPGS,IPU
ME537,Female,Does not qualify,UKPGS,IPU
MTJV5,Male,Does not qualify,UKPGS,IPU
O9EES,Female,Does not qualify,UKPGS,IPU
OA8E3,Female,Does not qualify,UKPGS,IPU
PNXUP,Male,Does not qualify,UKPGS,IPU
SNQT3,Male,Does not qualify,UKPGS,IPU
SY0BY,Female,Does not qualify,UKPGS,IPU
U38NB,Male,Does not qualify,UKPGS,IPU
UA1VB,Male,Does not qualify,UKPGS,IPU
VDJB4,Female,Does not qualify,UKPGS,IPU
4KXHJ,Male,Does not qualify,UKPGS,KXB
4USMS,Male,Does not qualify,UKPGS,KXB
71V1M,Male,Does not qualify,UKPGS,KXB
8023G,Male,Does not qualify,UKPGS,KXB
9SSU5,Male,Does not qualify,UKPGS,KXB
DT2DK,Male,Does not qualify,UKPGS,KXB
DW27M,Female,Does not qualify,UKPGS,KXB
F9AF4,Female,Does not qualify,UKPGS,KXB
JLT9W,Male,Does not qualify,UKPGS,KXB
KA6AR,Female,Does not qualify,UKPGS,KXB
ML40U,Female,Does not qualify,UKPGS,KXB
N6O4Q,Male,Does not qualify,UKPGS,KXB
NDG8X,Female,Does not qualify,UKPGS,KXB
PV4KT,Male,Does not qualify,UKPGS,KXB
RJ6DM,Male,Does not qualify,UKPGS,KXB
W6QBL,Female,Does not qualify,UKPGS,KXB
WEKZ0,Male,Does not qualify,UKPGS,KXB
WKT2V,Female,Does not qualify,UKPGS,KXB
33Q7N,Female,Does not qualify,UKPGS,PGH
3UFPK,Female,Does not qualify,UKPGS,PGH
6IDYQ,Female,Does not qualify,UKPGS,PGH
6SPGY,Female,Does not qualify,UKPGS,PGH
82ZHK,Female,Does not qualify,UKPGS,PGH
9SO36,Male,Does not qualify,UKPGS,PGH
BLJ07,Male,Does not qualify,UKPGS,PGH
CHAJB,Female,Does not qualify,UKPGS,PGH
DXJFP,Male,Does not qualify,UKPGS,PGH
EAKC5,Male,Does not qualify,UKPGS,PGH
F51X9,Female,Does not qualify,UKPGS,PGH
IGUFT,Female,Does not qualify,UKPGS,PGH
JG0OS,Male,Does not qualify,UKPGS,PGH
JHB0I,Female,Does not qualify,UKPGS,PGH
LB4AC,Male,Does not qualify,UKPGS,PGH
O77YR,Male,Does not qualify,UKPGS,PGH
OA330,Male,Does not qualify,UKPGS,PGH
QZX9P,Female,Does not qualify,UKPGS,PGH
TBYDV,Female,Does not qualify,UKPGS,PGH
TFEUO,Female,Does not qualify,UKPGS,PGH
W2GFZ,Female,Does not qualify,UKPGS,PGH
WQCRG,Male,Does not qualify,UKPGS,PGH
X3GT7,Male,Does not qualify,UKPGS,PGH
3BGGH,Female,Does not qualify,UKPGS,XXE
3YWAD,Female,Does not qualify,UKPGS,XXE
65F54,Male,Does not qualify,UKPGS,XXE
6DY5A,Male,Does not qualify,UKPGS,XXE
A85PD,Female,Does not qualify,UKPGS,XXE
B5CG1,Male,Does not qualify,UKPGS,XXE
G5CGC,Female,Does not qualify,UKPGS,XXE
HQ67D,Female,Does not qualify,UKPGS,XXE
I0A4E,Female,Does not qualify,UKPGS,XXE
I3X3Z,Male,Does not qualify,UKPGS,XXE
JWURS,Female,Does not qualify,UKPGS,XXE
NFI2E,Female,Does not qualify,UKPGS,XXE
O4GRR,Male,Does not qualify,UKPGS,XXE
PSZFU,Female,Does not qualify,UKPGS,XXE
QDBCB,Male,Does not qualify,UKPGS,XXE
SVZZ0,Female,Does not qualify,UKPGS,XXE
U25RO,Male,Does not qualify,UKPGS,XXE
UGYBD,Male,Does not qualify,UKPGS,XXE
UNN56,Male,Does not qualify,UKPGS,XXE
XQA13,Male,Does not qualify,UKPGS,XXE
YDXV0,Female,Does not qualify,UKPGS,XXE
YSH7U,Female,Does not qualify,UKPGS,XXE
0KUVX,Female,Does not qualify,UUUQX,6C1
1BEFZ,Female,Does not qualify,UUUQX,6C1
5C3GO,Female,Does not qualify,UUUQX,6C1
7OLG6,Female,Qualifies for reduced/free lunch,UUUQX,6C1
86HWL,Male,Does not qualify,UUUQX,6C1
95R1X,Male,Does not qualify,UUUQX,6C1
CWZPO,Male,Does not qualify,UUUQX,6C1
MN04N,Male,Does not qualify,UUUQX,6C1
MYVA0,Female,Does not qualify,UUUQX,6C1
OCUFY,Female,Qualifies for reduced/free lunch,UUUQX,6C1
QDWO8,Female,Does not qualify,UUUQX,6C1
W2UP9,Male,Does not qualify,UUUQX,6C1
X6H3Z,Male,Does not qualify,UUUQX,6C1
XH5US,Male,Does not qualify,UUUQX,6C1
Y3HMW,Female,Does not qualify,UUUQX,6C1
Z2JKR,Male,Does not qualify,UUUQX,6C1
236KA,Male,Does not qualify,UUUQX,AE1
25NAF,Male,Qualifies for reduced/free lunch,UUUQX,AE1
4ER6K,Male,Does not qualify,UUUQX,AE1
5BAJD,Male,Does not qualify,UUUQX,AE1
5CQKT,Female,Does not qualify,UUUQX,AE1
5T3FK,Male,Does not qualify,UUUQX,AE1
8SREJ,Female,Does not qualify,UUUQX,AE1
IG2ZG,Male,Does not qualify,UUUQX,AE1
P73C4,Male,Does not qualify,UUUQX,AE1
PN7DI,Female,Does not qualify,UUUQX,AE1
PWTOX,Female,Does not qualify,UUUQX,AE1
RF5NL,Female,Does not qualify,UUUQX,AE1
S3D1U,Male,Does not qualify,UUUQX,AE1
T0NB9,Male,Does not qualify,UUUQX,AE1
U19G8,Male,Does not qualify,UUUQX,AE1
UWEZN,Female,Does not qualify,UUUQX,AE1
WIX9F,Female,Does not qualify,UUUQX,AE1
0U7J2,Male,Does not qualify,UUUQX,H7S
13G8V,Female,Does not qualify,UUUQX,H7S
1FKL9,Female,Does not qualify,UUUQX,H7S
34TV1,Male,Does not qualify,UUUQX,H7S
4DXL9,Female,Does not qualify,UUUQX,H7S
4EVEG,Male,Does not qualify,UUUQX,H7S
8MR97,Male,Does not qualify,UUUQX,H7S
9J2Z8,Female,Does not qualify,UUUQX,H7S
BIFAM,Female,Does not qualify,UUUQX,H7S
HY397,Male,Does not qualify,UUUQX,H7S
P9VM7,Male,Does not qualify,UUUQX,H7S
PBMNM,Female,Does not qualify,UUUQX,H7S
R4LBA,Female,Does not qualify,UUUQX,H7S
RMUPP,Female,Does not qualify,UUUQX,H7S
TAFK3,Female,Does not qualify,UUUQX,H7S
XWXL4,Female,Does not qualify,UUUQX,H7S
038FI,Male,Does not qualify,UUUQX,P8I
05KAX,Female,Does not qualify,UUUQX,P8I
20UT3,Female,Does not qualify,UUUQX,P8I
4QD4Z,Female,Does not qualify,UUUQX,P8I
5QKZ9,Male,Qualifies for reduced/free lunch,UUUQX,P8I
7L0U6,Male,Does not qualify,UUUQX,P8I
8RSUD,Female,Does not qualify,UUUQX,P8I
AYAZF,Male,Does not qualify,UUUQX,P8I
C3584,Female,Does not qualify,UUUQX,P8I
DPUY4,Male,Does not qualify,UUUQX,P8I
HYYYA,Male,Does not qualify,UUUQX,P8I
PRZUQ,Male,Does not qualify,UUUQX,P8I
QM24G,Male,Does not qualify,UUUQX,P8I
S98ME,Female,Does not qualify,UUUQX,P8I
SEBPC,Female,Does not qualify,UUUQX,P8I
SMJ14,Male,Does not qualify,UUUQX,P8I
T570M,Female,Does not qualify,UUUQX,P8I
WB8AL,Male,Does not qualify,UUUQX,P8I
Y6B5R,Female,Does not qualify,UUUQX,P8I
Z2G9R,Female,Qualifies for reduced/free lunch,UUUQX,P8I
07N4F,Male,Does not qualify,UUUQX,SSP
0AIOR,Male,Does not qualify,UUUQX,SSP
37W3X,Male,Does not qualify,UUUQX,SSP
3E36E,Female,Does not qualify,UUUQX,SSP
3SWL5,Female,Does not qualify,UUUQX,SSP
8ECN8,Male,Does not qualify,UUUQX,SSP
ER2T8,Female,Does not qualify,UUUQX,SSP
GTHLL,Male,Does not qualify,UUUQX,SSP
IT97C,Male,Does not qualify,UUUQX,SSP
IZDY7,Male,Does not qualify,UUUQX,SSP
JPYUB,Female,Does not qualify,UUUQX,SSP
NTU46,Female,Does not qualify,UUUQX,SSP
Q7ZIU,Female,Does not qualify,UUUQX,SSP
YTS8T,Male,Does not qualify,UUUQX,SSP
Z4549,Male,Does not qualify,UUUQX,SSP
18VK7,Female,Qualifies for reduced/free lunch,VHDHF,CD8
8.00E+10,Female,Qualifies for reduced/free lunch,VHDHF,CD8
8HJY3,Female,Qualifies for reduced/free lunch,VHDHF,CD8
AN3SG,Male,Qualifies for reduced/free lunch,VHDHF,CD8
BB5YM,Female,Qualifies for reduced/free lunch,VHDHF,CD8
BEC7H,Female,Qualifies for reduced/free lunch,VHDHF,CD8
GCN2Y,Male,Qualifies for reduced/free lunch,VHDHF,CD8
GF5N4,Female,Qualifies for reduced/free lunch,VHDHF,CD8
GZYH3,Female,Does not qualify,VHDHF,CD8
HA8N7,Female,Qualifies for reduced/free lunch,VHDHF,CD8
I2MTP,Female,Does not qualify,VHDHF,CD8
IKVTW,Female,Qualifies for reduced/free lunch,VHDHF,CD8
NOHNV,Male,Qualifies for reduced/free lunch,VHDHF,CD8
O8UE1,Male,Qualifies for reduced/free lunch,VHDHF,CD8
PA8XJ,Female,Qualifies for reduced/free lunch,VHDHF,CD8
QKSBS,Male,Qualifies for reduced/free lunch,VHDHF,CD8
RY6W4,Male,Qualifies for reduced/free lunch,VHDHF,CD8
THJJ1,Male,Qualifies for reduced/free lunch,VHDHF,CD8
TQFGY,Female,Qualifies for reduced/free lunch,VHDHF,CD8
TRBDH,Female,Qualifies for reduced/free lunch,VHDHF,CD8
16EN7,Female,Qualifies for reduced/free lunch,VHDHF,J6X
42NEO,Male,Qualifies for reduced/free lunch,VHDHF,J6X
583ZR,Female,Qualifies for reduced/free lunch,VHDHF,J6X
8QPPC,Female,Qualifies for reduced/free lunch,VHDHF,J6X
9UO4I,Female,Does not qualify,VHDHF,J6X
A8F0T,Male,Qualifies for reduced/free lunch,VHDHF,J6X
DSKAZ,Male,Qualifies for reduced/free lunch,VHDHF,J6X
H7BTQ,Male,Qualifies for reduced/free lunch,VHDHF,J6X
I0TKZ,Male,Qualifies for reduced/free lunch,VHDHF,J6X
I8P7Y,Male,Does not qualify,VHDHF,J6X
J8DNL,Male,Qualifies for reduced/free lunch,VHDHF,J6X
JDBQH,Male,Qualifies for reduced/free lunch,VHDHF,J6X
LNO77,Male,Qualifies for reduced/free lunch,VHDHF,J6X
PKXMF,Male,Qualifies for reduced/free lunch,VHDHF,J6X
W4UNG,Female,Qualifies for reduced/free lunch,VHDHF,J6X
W77MX,Male,Does not qualify,VHDHF,J6X
147UW,Male,Qualifies for reduced/free lunch,VHDHF,KR1
6CQH6,Female,Qualifies for reduced/free lunch,VHDHF,KR1
97YOT,Female,Qualifies for reduced/free lunch,VHDHF,KR1
99UUZ,Female,Qualifies for reduced/free lunch,VHDHF,KR1
CZYTB,Male,Qualifies for reduced/free lunch,VHDHF,KR1
DLUWQ,Male,Qualifies for reduced/free lunch,VHDHF,KR1
K0GYZ,Male,Qualifies for reduced/free lunch,VHDHF,KR1
M0EE2,Male,Qualifies for reduced/free lunch,VHDHF,KR1
MNVG5,Female,Qualifies for reduced/free lunch,VHDHF,KR1
MYZZ8,Male,Does not qualify,VHDHF,KR1
O2CP6,Male,Qualifies for reduced/free lunch,VHDHF,KR1
OA4KH,Male,Qualifies for reduced/free lunch,VHDHF,KR1
UQEHO,Female,Qualifies for reduced/free lunch,VHDHF,KR1
UV4VL,Male,Qualifies for reduced/free lunch,VHDHF,KR1
X36VE,Female,Qualifies for reduced/free lunch,VHDHF,KR1
251LB,Female,Does not qualify,VKWQH,341
4Q94R,Female,Does not qualify,VKWQH,341
4RLVS,Male,Does not qualify,VKWQH,341
CWETG,Male,Does not qualify,VKWQH,341
DJK1N,Female,Does not qualify,VKWQH,341
DWGQI,Female,Does not qualify,VKWQH,341
GUQVH,Male,Does not qualify,VKWQH,341
GXAG3,Female,Does not qualify,VKWQH,341
HQTXY,Male,Does not qualify,VKWQH,341
JK8YI,Female,Does not qualify,VKWQH,341
KJDK7,Female,Qualifies for reduced/free lunch,VKWQH,341
MJ0LU,Female,Does not qualify,VKWQH,341
MZBQW,Female,Does not qualify,VKWQH,341
S6ZUI,Male,Does not qualify,VKWQH,341
SI1WU,Female,Does not qualify,VKWQH,341
UGL3V,Male,Does not qualify,VKWQH,341
V0B10,Female,Does not qualify,VKWQH,341
ZY9X3,Female,Does not qualify,VKWQH,341
094FR,Female,Qualifies for reduced/free lunch,VKWQH,D33
3BJMM,Female,Qualifies for reduced/free lunch,VKWQH,D33
71EC6,Male,Does not qualify,VKWQH,D33
74CHH,Female,Does not qualify,VKWQH,D33
7XG5T,Male,Does not qualify,VKWQH,D33
BJ4Z5,Male,Does not qualify,VKWQH,D33
CPQ7T,Male,Does not qualify,VKWQH,D33
FTDEU,Male,Qualifies for reduced/free lunch,VKWQH,D33
FTUTG,Male,Does not qualify,VKWQH,D33
H2AGT,Male,Qualifies for reduced/free lunch,VKWQH,D33
H4ECV,Male,Does not qualify,VKWQH,D33
HA68O,Female,Does not qualify,VKWQH,D33
OD271,Male,Does not qualify,VKWQH,D33
Q6SBB,Female,Does not qualify,VKWQH,D33
QCQET,Female,Does not qualify,VKWQH,D33
TQDZV,Male,Does not qualify,VKWQH,D33
UQYQ1,Female,Does not qualify,VKWQH,D33
VSCUG,Female,Does not qualify,VKWQH,D33
XL3MD,Male,Does not qualify,VKWQH,D33
YJLKC,Female,Does not qualify,VKWQH,D33
ZGB9Z,Male,Does not qualify,VKWQH,D33
0U8FN,Male,Does not qualify,VKWQH,DFQ
0VTPD,Female,Does not qualify,VKWQH,DFQ
18OHA,Female,Does not qualify,VKWQH,DFQ
31OXZ,Female,Does not qualify,VKWQH,DFQ
35KZZ,Female,Does not qualify,VKWQH,DFQ
7K0K0,Male,Does not qualify,VKWQH,DFQ
8LFBJ,Female,Qualifies for reduced/free lunch,VKWQH,DFQ
D1I4F,Male,Does not qualify,VKWQH,DFQ
D2SZO,Female,Does not qualify,VKWQH,DFQ
DMCWG,Male,Does not qualify,VKWQH,DFQ
E40SE,Female,Does not qualify,VKWQH,DFQ
ICZUM,Female,Does not qualify,VKWQH,DFQ
KM4CH,Male,Does not qualify,VKWQH,DFQ
L9I8P,Male,Does not qualify,VKWQH,DFQ
NC4UO,Male,Does not qualify,VKWQH,DFQ
NTWOX,Male,Does not qualify,VKWQH,DFQ
SHWYN,Male,Does not qualify,VKWQH,DFQ
TRU03,Female,Does not qualify,VKWQH,DFQ
ZKC14,Male,Does not qualify,VKWQH,DFQ
1E2N1,Male,Does not qualify,VKWQH,GYM
39RRR,Male,Does not qualify,VKWQH,GYM
9FZ9I,Male,Does not qualify,VKWQH,GYM
9ZYVG,Female,Does not qualify,VKWQH,GYM
BC9MW,Male,Qualifies for reduced/free lunch,VKWQH,GYM
CE3B7,Male,Does not qualify,VKWQH,GYM
EEDA4,Male,Does not qualify,VKWQH,GYM
EMI9G,Male,Does not qualify,VKWQH,GYM
MRUD1,Male,Does not qualify,VKWQH,GYM
OOUK4,Female,Does not qualify,VKWQH,GYM
P7PFY,Female,Does not qualify,VKWQH,GYM
PW0KX,Female,Does not qualify,VKWQH,GYM
SMXWL,Female,Does not qualify,VKWQH,GYM
SP09I,Female,Qualifies for reduced/free lunch,VKWQH,GYM
T9YB9,Female,Does not qualify,VKWQH,GYM
U8IBL,Female,Does not qualify,VKWQH,GYM
UP1PU,Female,Does not qualify,VKWQH,GYM
XALAZ,Male,Does not qualify,VKWQH,GYM
Y8E09,Male,Does not qualify,VKWQH,GYM
YWJV1,Male,Does not qualify,VKWQH,GYM
04GS3,Male,Does not qualify,VKWQH,IEM
04TG9,Male,Qualifies for reduced/free lunch,VKWQH,IEM
3NOO6,Female,Does not qualify,VKWQH,IEM
3X09W,Female,Does not qualify,VKWQH,IEM
43TA7,Male,Does not qualify,VKWQH,IEM
7Y0SC,Male,Does not qualify,VKWQH,IEM
895T7,Male,Does not qualify,VKWQH,IEM
BT2IT,Female,Does not qualify,VKWQH,IEM
C32WQ,Male,Does not qualify,VKWQH,IEM
HVQDV,Male,Qualifies for reduced/free lunch,VKWQH,IEM
JP1PK,Female,Does not qualify,VKWQH,IEM
K93GE,Male,Does not qualify,VKWQH,IEM
KFQEB,Male,Does not qualify,VKWQH,IEM
KPTGF,Male,Does not qualify,VKWQH,IEM
L5CN8,Female,Does not qualify,VKWQH,IEM
NNWQ5,Male,Does not qualify,VKWQH,IEM
QZWJY,Female,Does not qualify,VKWQH,IEM
RGPSQ,Female,Does not qualify,VKWQH,IEM
XCWK3,Male,Does not qualify,VKWQH,IEM
YEYXG,Female,Does not qualify,VKWQH,IEM
YGX7N,Female,Does not qualify,VKWQH,IEM
YZJEF,Female,Does not qualify,VKWQH,IEM
15IAX,Female,Qualifies for reduced/free lunch,VVTVA,7BL
174XC,Female,Qualifies for reduced/free lunch,VVTVA,7BL
40ENN,Male,Qualifies for reduced/free lunch,VVTVA,7BL
81JIV,Female,Qualifies for reduced/free lunch,VVTVA,7BL
87JFN,Female,Qualifies for reduced/free lunch,VVTVA,7BL
8KIIZ,Male,Qualifies for reduced/free lunch,VVTVA,7BL
BZG6L,Male,Qualifies for reduced/free lunch,VVTVA,7BL
CBSY2,Female,Qualifies for reduced/free lunch,VVTVA,7BL
FQUMU,Female,Qualifies for reduced/free lunch,VVTVA,7BL
H2WZ7,Female,Qualifies for reduced/free lunch,VVTVA,7BL
JGQ0Z,Female,Qualifies for reduced/free lunch,VVTVA,7BL
KBJ1D,Male,Qualifies for reduced/free lunch,VVTVA,7BL
L1BB3,Female,Qualifies for reduced/free lunch,VVTVA,7BL
MIGFL,Female,Qualifies for reduced/free lunch,VVTVA,7BL
MP34B,Female,Qualifies for reduced/free lunch,VVTVA,7BL
NW57G,Female,Qualifies for reduced/free lunch,VVTVA,7BL
P4T8T,Female,Qualifies for reduced/free lunch,VVTVA,7BL
PVNY9,Male,Qualifies for reduced/free lunch,VVTVA,7BL
QRZUK,Male,Qualifies for reduced/free lunch,VVTVA,7BL
RC59J,Female,Qualifies for reduced/free lunch,VVTVA,7BL
TIVFF,Female,Qualifies for reduced/free lunch,VVTVA,7BL
TOJEJ,Male,Qualifies for reduced/free lunch,VVTVA,7BL
TRHW9,Female,Qualifies for reduced/free lunch,VVTVA,7BL
U3U5H,Male,Qualifies for reduced/free lunch,VVTVA,7BL
VQB53,Female,Qualifies for reduced/free lunch,VVTVA,7BL
VSJ34,Male,Qualifies for reduced/free lunch,VVTVA,7BL
VVZRY,Female,Qualifies for reduced/free lunch,VVTVA,7BL
W5895,Female,Qualifies for reduced/free lunch,VVTVA,7BL
YED8S,Female,Qualifies for reduced/free lunch,VVTVA,7BL
0CSKF,Male,Qualifies for reduced/free lunch,VVTVA,A93
0JIY9,Female,Qualifies for reduced/free lunch,VVTVA,A93
1LC61,Female,Qualifies for reduced/free lunch,VVTVA,A93
2MA9Q,Male,Qualifies for reduced/free lunch,VVTVA,A93
4Q5SZ,Male,Qualifies for reduced/free lunch,VVTVA,A93
4YT5N,Male,Qualifies for reduced/free lunch,VVTVA,A93
50ZC7,Male,Qualifies for reduced/free lunch,VVTVA,A93
5N7ID,Male,Qualifies for reduced/free lunch,VVTVA,A93
6KU2U,Female,Qualifies for reduced/free lunch,VVTVA,A93
70JDC,Male,Qualifies for reduced/free lunch,VVTVA,A93
9NW7W,Male,Qualifies for reduced/free lunch,VVTVA,A93
A84RV,Female,Qualifies for reduced/free lunch,VVTVA,A93
C1MCZ,Male,Qualifies for reduced/free lunch,VVTVA,A93
CB2FT,Male,Qualifies for reduced/free lunch,VVTVA,A93
G8OOV,Male,Qualifies for reduced/free lunch,VVTVA,A93
H1U8Q,Female,Qualifies for reduced/free lunch,VVTVA,A93
H9OAN,Female,Qualifies for reduced/free lunch,VVTVA,A93
HY8JN,Male,Qualifies for reduced/free lunch,VVTVA,A93
J4PGQ,Female,Qualifies for reduced/free lunch,VVTVA,A93
JDLDM,Female,Qualifies for reduced/free lunch,VVTVA,A93
K5OC0,Female,Qualifies for reduced/free lunch,VVTVA,A93
LBM49,Female,Qualifies for reduced/free lunch,VVTVA,A93
NU14D,Female,Qualifies for reduced/free lunch,VVTVA,A93
QRX9B,Male,Qualifies for reduced/free lunch,VVTVA,A93
S7D4C,Male,Qualifies for reduced/free lunch,VVTVA,A93
T03G6,Male,Qualifies for reduced/free lunch,VVTVA,A93
U1ACT,Female,Qualifies for reduced/free lunch,VVTVA,A93
VCB7U,Female,Qualifies for reduced/free lunch,VVTVA,A93
XK2EB,Female,Qualifies for reduced/free lunch,VVTVA,A93
ZZGRB,Female,Qualifies for reduced/free lunch,VVTVA,A93
0G8PS,Female,Qualifies for reduced/free lunch,VVTVA,TB5
0QJP2,Female,Qualifies for reduced/free lunch,VVTVA,TB5
2J7T0,Female,Qualifies for reduced/free lunch,VVTVA,TB5
3M3RV,Female,Qualifies for reduced/free lunch,VVTVA,TB5
4GUB6,Male,Qualifies for reduced/free lunch,VVTVA,TB5
4OIRE,Male,Qualifies for reduced/free lunch,VVTVA,TB5
59212,Male,Qualifies for reduced/free lunch,VVTVA,TB5
925X9,Male,Qualifies for reduced/free lunch,VVTVA,TB5
G5H8L,Female,Qualifies for reduced/free lunch,VVTVA,TB5
GPML4,Male,Qualifies for reduced/free lunch,VVTVA,TB5
K4MPY,Male,Qualifies for reduced/free lunch,VVTVA,TB5
N2XBL,Male,Qualifies for reduced/free lunch,VVTVA,TB5
N3AUM,Male,Qualifies for reduced/free lunch,VVTVA,TB5
NANUJ,Female,Qualifies for reduced/free lunch,VVTVA,TB5
NGT5E,Male,Qualifies for reduced/free lunch,VVTVA,TB5
P27OQ,Female,Qualifies for reduced/free lunch,VVTVA,TB5
PCXJH,Male,Qualifies for reduced/free lunch,VVTVA,TB5
R79FQ,Female,Qualifies for reduced/free lunch,VVTVA,TB5
S9W29,Female,Qualifies for reduced/free lunch,VVTVA,TB5
SSNCF,Female,Qualifies for reduced/free lunch,VVTVA,TB5
TJBLQ,Female,Qualifies for reduced/free lunch,VVTVA,TB5
XBNC5,Female,Qualifies for reduced/free lunch,VVTVA,TB5
ZBEKA,Male,Qualifies for reduced/free lunch,VVTVA,TB5
ZO5AZ,Male,Qualifies for reduced/free lunch,VVTVA,TB5
ZSJWH,Female,Does not qualify,VVTVA,TB5
0797N,Female,Qualifies for reduced/free lunch,VVTVA,YTB
