student_id,school,gender,lunch,pretest,posttest
3K8VB,QOQTS,Female,Does not qualify,43.0,61.0
4FOOR,QOQTS,Male,Does not qualify,45.0,57.0
6F38N,QOQTS,Male,Does not qualify,44.0,58.0
6V19X,QOQTS,Male,Does not qualify,47.0,64.0
7LULA,QOQTS,Male,Qualifies for reduced/free lunch,42.0,66.0
9E26H,QOQTS,Female,Does not qualify,46.0,68.0
A4B5Z,QOQTS,Female,Does not qualify,39.0,60.0
BWHHF,QOQTS,Male,Does not qualify,39.0,61.0
CPQZ5,QOQTS,Female,Qualifies for reduced/free lunch,42.0,56.0
CWNPG,QOQTS,Male,Does not qualify,40.0,60.0
EZVOU,QOQTS,Female,Does not qualify,43.0,59.0
FTOMN,QOQTS,Female,Does not qualify,44.0,60.0
G0DSR,QOQTS,Female,Does not qualify,45.0,60.0
GPNQZ,QOQTS,Female,Does not qualify,48.0,60.0
GRB8C,QOQTS,Male,Does not qualify,43.0,59.0
JVF58,QOQTS,Female,Does not qualify,43.0,59.0
L9CIM,QOQTS,Female,Does not qualify,43.0,63.0
LZDOV,QOQTS,Male,Does not qualify,50.0,63.0
OSXFO,QOQTS,Female,Does not qualify,39.0,61.0
OV3PC,QOQTS,Male,Does not qualify,47.0,63.0
PUJFV,QOQTS,Female,Does not qualify,49.0,68.0
SGVTD,QOQTS,Female,Does not qualify,41.0,59.0
VVHRQ,QOQTS,Female,Qualifies for reduced/free lunch,47.0,57.0
W217G,QOQTS,Male,Does not qualify,47.0,61.0
WHJQO,QOQTS,Male,Does not qualify,44.0,59.0
XIV97,QOQTS,Male,Does not qualify,46.0,59.0
YGGJT,QOQTS,Male,Does not qualify,45.0,64.0
1VF7G,QOQTS,Female,Does not qualify,52.0,59.0
5884X,QOQTS,Female,Does not qualify,50.0,61.0
9TCBM,QOQTS,Female,Does not qualify,54.0,60.0
A8L7P,QOQTS,Female,Does not qualify,50.0,61.0
BOMPO,QOQTS,Female,Does not qualify,46.0,60.0
BZG06,QOQTS,Male,Does not qualify,51.0,63.0
CE7P3,QOQTS,Male,Does not qualify,49.0,59.0
FIGCP,QOQTS,Female,Does not qualify,51.0,54.0
G8C0U,QOQTS,Female,Does not qualify,46.0,54.0
J39HG,QOQTS,Female,Does not qualify,48.0,61.0
J46NP,QOQTS,Female,Does not qualify,54.0,64.0
K58CZ,QOQTS,Male,Does not qualify,51.0,59.0
LJWJ5,QOQTS,Female,Does not qualify,53.0,57.0
M4BRQ,QOQTS,Male,Does not qualify,51.0,64.0
N8UTT,QOQTS,Male,Does not qualify,51.0,58.0
OXLY0,QOQTS,Male,Does not qualify,50.0,61.0
PY1GY,QOQTS,Male,Does not qualify,49.0,56.0
RP33I,QOQTS,Female,Does not qualify,50.0,58.0
T61LX,QOQTS,Male,Does not qualify,53.0,61.0
T94QN,QOQTS,Male,Does not qualify,49.0,55.0
W95QH,QOQTS,Female,Does not qualify,49.0,59.0
WUC3P,QOQTS,Female,Does not qualify,49.0,56.0
XILO8,QOQTS,Female,Does not qualify,45.0,58.0
ZUFG3,QOQTS,Female,Does not qualify,46.0,58.0
0MXW8,QOQTS,Male,Does not qualify,53.0,58.0
0VLI0,QOQTS,Male,Does not qualify,49.0,58.0
1MUNN,QOQTS,Male,Does not qualify,55.0,61.0
64P1X,QOQTS,Male,Does not qualify,53.0,63.0
6S1RB,QOQTS,Male,Does not qualify,47.0,55.0
8KXVK,QOQTS,Male,Does not qualify,50.0,61.0
9PPQ2,QOQTS,Male,Does not qualify,50.0,61.0
9TOAI,QOQTS,Female,Does not qualify,50.0,61.0
A8OCT,QOQTS,Male,Does not qualify,49.0,56.0
F41NC,QOQTS,Female,Does not qualify,52.0,60.0
GC32I,QOQTS,Male,Does not qualify,49.0,60.0
JVQOT,QOQTS,Male,Does not qualify,46.0,57.0
L5MKI,QOQTS,Female,Does not qualify,50.0,62.0
M401J,QOQTS,Female,Does not qualify,50.0,59.0
M4RHA,QOQTS,Female,Does not qualify,50.0,63.0
N1ZJX,QOQTS,Male,Does not qualify,52.0,61.0
NNP1T,QOQTS,Female,Does not qualify,49.0,63.0
O3INT,QOQTS,Female,Does not qualify,48.0,66.0
P7B9V,QOQTS,Female,Does not qualify,47.0,51.0
RAAGQ,QOQTS,Female,Does not qualify,54.0,64.0
RDSJZ,QOQTS,Male,Does not qualify,52.0,60.0
Y0SC0,QOQTS,Male,Does not qualify,49.0,60.0
0ATHH,QOQTS,Male,Does not qualify,59.0,66.0
36XVY,QOQTS,Male,Does not qualify,49.0,66.0
5F3AB,QOQTS,Female,Does not qualify,51.0,58.0
6B3YQ,QOQTS,Female,Does not qualify,55.0,64.0
7SAPU,QOQTS,Female,Qualifies for reduced/free lunch,48.0,62.0
7UYMS,QOQTS,Female,Does not qualify,51.0,64.0
7VV8V,QOQTS,Male,Does not qualify,56.0,69.0
A2OLH,QOQTS,Male,Does not qualify,54.0,65.0
D42XF,QOQTS,Male,Does not qualify,53.0,63.0
DSS9N,QOQTS,Female,Does not qualify,51.0,62.0
EP1OW,QOQTS,Male,Does not qualify,55.0,64.0
FCNU9,QOQTS,Female,Does not qualify,55.0,69.0
G3900,QOQTS,Male,Does not qualify,60.0,65.0
H2O56,QOQTS,Male,Does not qualify,51.0,62.0
IEA4E,QOQTS,Female,Does not qualify,53.0,62.0
IXNI7,QOQTS,Female,Does not qualify,51.0,62.0
KV76E,QOQTS,Male,Does not qualify,56.0,60.0
M3C4F,QOQTS,Female,Does not qualify,54.0,62.0
MINBK,QOQTS,Male,Qualifies for reduced/free lunch,52.0,57.0
NH2XP,QOQTS,Male,Does not qualify,54.0,64.0
NK0RT,QOQTS,Male,Does not qualify,54.0,62.0
OFPX7,QOQTS,Female,Does not qualify,50.0,56.0
SDWCT,QOQTS,Female,Does not qualify,52.0,59.0
U355K,QOQTS,Female,Does not qualify,51.0,61.0
WKFXN,QOQTS,Male,Does not qualify,54.0,62.0
WPUEY,QOQTS,Female,Does not qualify,47.0,58.0
XSWF9,QOQTS,Female,Does not qualify,53.0,61.0
YZBI1,QOQTS,Female,Does not qualify,52.0,65.0
2Y5KB,QOQTS,Male,Does not qualify,63.0,71.0
3G0AI,QOQTS,Male,Qualifies for reduced/free lunch,62.0,78.0
3TPE1,QOQTS,Male,Does not qualify,63.0,76.0
59VYG,QOQTS,Male,Does not qualify,62.0,80.0
AKDEM,QOQTS,Female,Does not qualify,63.0,76.0
AO6BG,QOQTS,Male,Does not qualify,60.0,75.0
EJAMZ,QOQTS,Male,Does not qualify,59.0,85.0
FZF17,QOQTS,Female,Does not qualify,57.0,78.0
G193S,QOQTS,Female,Does not qualify,65.0,78.0
H5DOH,QOQTS,Male,Does not qualify,57.0,81.0
HD0QR,QOQTS,Male,Does not qualify,58.0,78.0
HSJ6V,QOQTS,Female,Does not qualify,58.0,77.0
I0YK4,QOQTS,Male,Does not qualify,59.0,76.0
ICRP4,QOQTS,Male,Does not qualify,63.0,76.0
LJWJ6,QOQTS,Male,Does not qualify,67.0,79.0
MHXTU,QOQTS,Male,Does not qualify,65.0,78.0
QPJGR,QOQTS,Female,Does not qualify,63.0,79.0
QS03G,QOQTS,Female,Does not qualify,65.0,79.0
QW5M0,QOQTS,Male,Qualifies for reduced/free lunch,57.0,73.0
SAYN0,QOQTS,Female,Does not qualify,62.0,76.0
UC234,QOQTS,Male,Does not qualify,63.0,74.0
UM88I,QOQTS,Female,Does not qualify,65.0,76.0
W4M1T,QOQTS,Male,Does not qualify,61.0,79.0
X32YR,QOQTS,Female,Does not qualify,66.0,81.0
YS6D7,QOQTS,Male,Does not qualify,62.0,81.0
0HAGQ,QOQTS,Female,Does not qualify,59.0,73.0
1DSAG,QOQTS,Female,Does not qualify,57.0,68.0
2RXVE,QOQTS,Male,Does not qualify,61.0,63.0
3Z0V4,QOQTS,Male,Does not qualify,54.0,66.0
4QH1V,QOQTS,Male,Does not qualify,54.0,65.0
5BK70,QOQTS,Female,Does not qualify,59.0,70.0
9Q9RK,QOQTS,Female,Does not qualify,57.0,66.0
AAUAP,QOQTS,Female,Qualifies for reduced/free lunch,57.0,64.0
F3G51,QOQTS,Female,Does not qualify,56.0,69.0
F5RU2,QOQTS,Male,Does not qualify,53.0,67.0
FSTS2,QOQTS,Female,Does not qualify,59.0,69.0
HGCQA,QOQTS,Male,Does not qualify,60.0,74.0
IDSWX,QOQTS,Female,Does not qualify,61.0,71.0
JZA64,QOQTS,Female,Does not qualify,58.0,70.0
N3IUQ,QOQTS,Female,Does not qualify,56.0,69.0
NRHKL,QOQTS,Male,Qualifies for reduced/free lunch,56.0,66.0
NYDID,QOQTS,Female,Does not qualify,63.0,73.0
QFCSU,QOQTS,Male,Does not qualify,58.0,70.0
QLVBH,QOQTS,Female,Does not qualify,56.0,68.0
S8BUS,QOQTS,Male,Does not qualify,59.0,68.0
TQ7FO,QOQTS,Male,Does not qualify,63.0,68.0
WUBEL,QOQTS,Female,Does not qualify,59.0,71.0
15087,UAGPU,Male,Does not qualify,61.0,70.0
68TLS,UAGPU,Male,Does not qualify,56.0,64.0
8LQQZ,UAGPU,Female,Does not qualify,64.0,68.0
96R50,UAGPU,Male,Does not qualify,60.0,67.0
9V75V,UAGPU,Male,Does not qualify,56.0,73.0
AUZ9N,UAGPU,Male,Does not qualify,53.0,67.0
B19E2,UAGPU,Male,Does not qualify,63.0,69.0
B2NRX,UAGPU,Male,Does not qualify,55.0,69.0
CFH25,UAGPU,Male,Does not qualify,55.0,64.0
DI6CN,UAGPU,Female,Does not qualify,60.0,71.0
EEW82,UAGPU,Female,Does not qualify,59.0,65.0
F9L7V,UAGPU,Female,Does not qualify,58.0,68.0
GDU43,UAGPU,Female,Does not qualify,55.0,65.0
JZQIP,UAGPU,Female,Does not qualify,62.0,67.0
LHLZ0,UAGPU,Male,Does not qualify,50.0,65.0
O5U7H,UAGPU,Male,Does not qualify,59.0,69.0
T3MLI,UAGPU,Female,Does not qualify,56.0,66.0
T51PH,UAGPU,Female,Does not qualify,63.0,75.0
TM3WU,UAGPU,Male,Does not qualify,59.0,70.0
VOASI,UAGPU,Female,Does not qualify,64.0,70.0
YQ2AF,UAGPU,Female,Does not qualify,64.0,69.0
YV3L0,UAGPU,Male,Does not qualify,60.0,70.0
0VF9P,UAGPU,Female,Does not qualify,67.0,81.0
10GPN,UAGPU,Male,Does not qualify,62.0,68.0
2N2TX,UAGPU,Female,Does not qualify,68.0,78.0
5JSKA,UAGPU,Female,Qualifies for reduced/free lunch,58.0,70.0
5ZOS4,UAGPU,Male,Does not qualify,61.0,73.0
94EK4,UAGPU,Female,Does not qualify,65.0,76.0
B8GPJ,UAGPU,Female,Does not qualify,58.0,74.0
BAEWN,UAGPU,Male,Does not qualify,61.0,79.0
G4UTB,UAGPU,Male,Does not qualify,67.0,73.0
GDMQS,UAGPU,Female,Does not qualify,66.0,76.0
KTSB7,UAGPU,Female,Does not qualify,66.0,72.0
KXPEE,UAGPU,Female,Does not qualify,70.0,83.0
N42JI,UAGPU,Male,Does not qualify,62.0,74.0
P5X30,UAGPU,Male,Does not qualify,62.0,72.0
RTV9D,UAGPU,Male,Does not qualify,65.0,77.0
S8HYS,UAGPU,Female,Does not qualify,66.0,75.0
SE4E4,UAGPU,Female,Does not qualify,64.0,73.0
TQBTQ,UAGPU,Female,Does not qualify,65.0,72.0
VEXWA,UAGPU,Female,Does not qualify,69.0,79.0
W6LZR,UAGPU,Female,Does not qualify,62.0,68.0
Y4ZOH,UAGPU,Male,Does not qualify,68.0,74.0
YIFYG,UAGPU,Female,Does not qualify,63.0,71.0
ZEUU8,UAGPU,Female,Does not qualify,70.0,75.0
17EXU,UAGPU,Female,Does not qualify,54.0,68.0
23BMT,UAGPU,Female,Does not qualify,62.0,69.0
2GDJ8,UAGPU,Male,Does not qualify,58.0,67.0
36YGH,UAGPU,Male,Does not qualify,60.0,68.0
7NE6P,UAGPU,Female,Does not qualify,63.0,72.0
93BY7,UAGPU,Male,Does not qualify,56.0,69.0
ATEDY,UAGPU,Male,Does not qualify,57.0,66.0
EHWEI,UAGPU,Male,Does not qualify,58.0,68.0
F6MAL,UAGPU,Male,Does not qualify,56.0,69.0
GVD2M,UAGPU,Male,Does not qualify,56.0,67.0
JM80A,UAGPU,Male,Does not qualify,60.0,69.0
LQAVG,UAGPU,Male,Does not qualify,65.0,72.0
N1C5K,UAGPU,Male,Does not qualify,62.0,67.0
OJM71,UAGPU,Female,Does not qualify,63.0,71.0
S0UET,UAGPU,Female,Does not qualify,57.0,68.0
TD1N0,UAGPU,Female,Does not qualify,52.0,66.0
V9D0M,UAGPU,Female,Does not qualify,58.0,69.0
WNW5P,UAGPU,Female,Does not qualify,57.0,67.0
XGFGI,UAGPU,Male,Does not qualify,58.0,67.0
Y2S14,UAGPU,Male,Does not qualify,60.0,66.0
YBGHP,UAGPU,Female,Qualifies for reduced/free lunch,51.0,62.0
2SCI6,UAGPU,Female,Does not qualify,73.0,79.0
58GQ3,UAGPU,Male,Does not qualify,67.0,77.0
5HZS0,UAGPU,Female,Does not qualify,68.0,79.0
6O11H,UAGPU,Male,Does not qualify,70.0,78.0
7BH6I,UAGPU,Male,Does not qualify,68.0,77.0
B4BQ2,UAGPU,Female,Does not qualify,66.0,71.0
BEDRH,UAGPU,Male,Does not qualify,65.0,81.0
BZH4Z,UAGPU,Female,Does not qualify,70.0,77.0
C6U78,UAGPU,Female,Does not qualify,67.0,79.0
CG4PV,UAGPU,Female,Does not qualify,64.0,71.0
DBWGP,UAGPU,Male,Does not qualify,64.0,77.0
GGHJ9,UAGPU,Female,Does not qualify,67.0,75.0
I9AT5,UAGPU,Male,Does not qualify,65.0,73.0
LOKKS,UAGPU,Male,Does not qualify,67.0,75.0
NA0CP,UAGPU,Female,Does not qualify,68.0,76.0
PXW4K,UAGPU,Female,Does not qualify,72.0,73.0
Q94QX,UAGPU,Male,Does not qualify,69.0,79.0
RK9Y8,UAGPU,Male,Does not qualify,71.0,79.0
RUJQB,UAGPU,Female,Does not qualify,71.0,81.0
X7NOM,UAGPU,Male,Does not qualify,68.0,77.0
ZU75P,UAGPU,Male,Does not qualify,68.0,78.0
1LGMI,UKPGS,Female,Does not qualify,84.0,95.0
3K3MA,UKPGS,Female,Does not qualify,83.0,93.0
5AT7Y,UKPGS,Male,Does not qualify,84.0,91.0
5OKGY,UKPGS,Female,Does not qualify,87.0,94.0
6GUH0,UKPGS,Female,Does not qualify,80.0,94.0
BVV7P,UKPGS,Male,Does not qualify,76.0,93.0
CQRYE,UKPGS,Female,Does not qualify,91.0,98.0
CSZV6,UKPGS,Male,Does not qualify,82.0,94.0
MVXQR,UKPGS,Male,Does not qualify,83.0,91.0
N1923,UKPGS,Female,Does not qualify,82.0,94.0
NNADP,UKPGS,Male,Does not qualify,85.0,94.0
OEVDO,UKPGS,Male,Does not qualify,82.0,95.0
PC2MH,UKPGS,Female,Does not qualify,84.0,94.0
RGXS6,UKPGS,Female,Does not qualify,84.0,99.0
UX5JT,UKPGS,Male,Does not qualify,86.0,96.0
V7CKV,UKPGS,Male,Does not qualify,81.0,91.0
XZH2Z,UKPGS,Female,Does not qualify,87.0,91.0
YGFAP,UKPGS,Female,Does not qualify,83.0,98.0
YPTLT,UKPGS,Male,Does not qualify,89.0,94.0
YXBYX,UKPGS,Male,Does not qualify,79.0,89.0
ZAH4F,UKPGS,Female,Does not qualify,87.0,93.0
32A5K,UKPGS,Male,Does not qualify,81.0,94.0
3S4PV,UKPGS,Female,Does not qualify,87.0,97.0
48A1T,UKPGS,Female,Does not qualify,82.0,93.0
8N6QZ,UKPGS,Female,Does not qualify,84.0,93.0
B4VE7,UKPGS,Male,Does not qualify,82.0,93.0
COAU1,UKPGS,Female,Does not qualify,81.0,93.0
CPSG8,UKPGS,Male,Does not qualify,86.0,94.0
DQYGC,UKPGS,Female,Does not qualify,83.0,90.0
EUE94,UKPGS,Female,Does not qualify,85.0,88.0
H2NHU,UKPGS,Female,Does not qualify,85.0,97.0
H9GCW,UKPGS,Female,Does not qualify,86.0,93.0
I4IR4,UKPGS,Male,Does not qualify,83.0,94.0
INLHM,UKPGS,Female,Does not qualify,86.0,95.0
JSXAG,UKPGS,Female,Does not qualify,81.0,94.0
KFYSH,UKPGS,Female,Does not qualify,80.0,92.0
LAFO1,UKPGS,Male,Does not qualify,84.0,92.0
M1AZ2,UKPGS,Male,Does not qualify,83.0,93.0
MDLIT,UKPGS,Male,Does not qualify,82.0,91.0
NMN96,UKPGS,Female,Does not qualify,87.0,92.0
S5EY9,UKPGS,Female,Does not qualify,86.0,93.0
TWZWL,UKPGS,Female,Does not qualify,81.0,92.0
VYVEK,UKPGS,Female,Does not qualify,84.0,94.0
WJITF,UKPGS,Male,Does not qualify,86.0,96.0
XOO4J,UKPGS,Male,Does not qualify,82.0,95.0
ZG15E,UKPGS,Male,Does not qualify,85.0,91.0
0QF6V,UKPGS,Female,Does not qualify,77.0,89.0
6ZVZS,UKPGS,Female,Does not qualify,76.0,96.0
7M97F,UKPGS,Male,Does not qualify,77.0,90.0
9C145,UKPGS,Male,Does not qualify,74.0,95.0
D6CTU,UKPGS,Female,Does not qualify,75.0,93.0
FDVGN,UKPGS,Male,Does not qualify,81.0,89.0
H08BV,UKPGS,Male,Does not qualify,75.0,92.0
JYMFD,UKPGS,Male,Does not qualify,76.0,93.0
MCBCN,UKPGS,Female,Does not qualify,73.0,93.0
ME537,UKPGS,Female,Does not qualify,79.0,91.0
MTJV5,UKPGS,Male,Does not qualify,79.0,92.0
O9EES,UKPGS,Female,Does not qualify,68.0,88.0
OA8E3,UKPGS,Female,Does not qualify,76.0,93.0
PNXUP,UKPGS,Male,Does not qualify,79.0,93.0
SNQT3,UKPGS,Male,Does not qualify,75.0,88.0
SY0BY,UKPGS,Female,Does not qualify,72.0,91.0
U38NB,UKPGS,Male,Does not qualify,76.0,90.0
UA1VB,UKPGS,Male,Does not qualify,79.0,93.0
VDJB4,UKPGS,Female,Does not qualify,75.0,90.0
4KXHJ,UKPGS,Male,Does not qualify,74.0,86.0
4USMS,UKPGS,Male,Does not qualify,76.0,95.0
71V1M,UKPGS,Male,Does not qualify,72.0,88.0
8023G,UKPGS,Male,Does not qualify,78.0,96.0
9SSU5,UKPGS,Male,Does not qualify,74.0,95.0
DT2DK,UKPGS,Male,Does not qualify,75.0,90.0
DW27M,UKPGS,Female,Does not qualify,76.0,92.0
F9AF4,UKPGS,Female,Does not qualify,75.0,90.0
JLT9W,UKPGS,Male,Does not qualify,71.0,85.0
KA6AR,UKPGS,Female,Does not qualify,78.0,89.0
ML40U,UKPGS,Female,Does not qualify,75.0,90.0
N6O4Q,UKPGS,Male,Does not qualify,75.0,85.0
NDG8X,UKPGS,Female,Does not qualify,76.0,90.0
PV4KT,UKPGS,Male,Does not qualify,81.0,85.0
RJ6DM,UKPGS,Male,Does not qualify,74.0,91.0
W6QBL,UKPGS,Female,Does not qualify,67.0,88.0
WEKZ0,UKPGS,Male,Does not qualify,73.0,91.0
WKT2V,UKPGS,Female,Does not qualify,75.0,93.0
33Q7N,UKPGS,Female,Does not qualify,75.0,91.0
3UFPK,UKPGS,Female,Does not qualify,70.0,84.0
6IDYQ,UKPGS,Female,Does not qualify,74.0,90.0
6SPGY,UKPGS,Female,Does not qualify,73.0,91.0
82ZHK,UKPGS,Female,Does not qualify,71.0,92.0
9SO36,UKPGS,Male,Does not qualify,70.0,86.0
BLJ07,UKPGS,Male,Does not qualify,76.0,95.0
CHAJB,UKPGS,Female,Does not qualify,74.0,90.0
DXJFP,UKPGS,Male,Does not qualify,71.0,85.0
EAKC5,UKPGS,Male,Does not qualify,73.0,92.0
F51X9,UKPGS,Female,Does not qualify,71.0,90.0
IGUFT,UKPGS,Female,Does not qualify,74.0,93.0
JG0OS,UKPGS,Male,Does not qualify,71.0,89.0
JHB0I,UKPGS,Female,Does not qualify,74.0,88.0
LB4AC,UKPGS,Male,Does not qualify,73.0,92.0
O77YR,UKPGS,Male,Does not qualify,72.0,82.0
OA330,UKPGS,Male,Does not qualify,70.0,90.0
QZX9P,UKPGS,Female,Does not qualify,69.0,90.0
TBYDV,UKPGS,Female,Does not qualify,72.0,90.0
TFEUO,UKPGS,Female,Does not qualify,75.0,91.0
W2GFZ,UKPGS,Female,Does not qualify,72.0,86.0
WQCRG,UKPGS,Male,Does not qualify,71.0,91.0
X3GT7,UKPGS,Male,Does not qualify,72.0,96.0
3BGGH,UKPGS,Female,Does not qualify,81.0,90.0
3YWAD,UKPGS,Female,Does not qualify,83.0,88.0
65F54,UKPGS,Male,Does not qualify,78.0,82.0
6DY5A,UKPGS,Male,Does not qualify,82.0,87.0
A85PD,UKPGS,Female,Does not qualify,77.0,88.0
B5CG1,UKPGS,Male,Does not qualify,80.0,92.0
G5CGC,UKPGS,Female,Does not qualify,75.0,86.0
HQ67D,UKPGS,Female,Does not qualify,84.0,93.0
I0A4E,UKPGS,Female,Does not qualify,80.0,95.0
I3X3Z,UKPGS,Male,Does not qualify,78.0,89.0
JWURS,UKPGS,Female,Does not qualify,77.0,90.0
NFI2E,UKPGS,Female,Does not qualify,77.0,82.0
O4GRR,UKPGS,Male,Does not qualify,79.0,87.0
PSZFU,UKPGS,Female,Does not qualify,81.0,93.0
QDBCB,UKPGS,Male,Does not qualify,82.0,89.0
SVZZ0,UKPGS,Female,Does not qualify,77.0,88.0
U25RO,UKPGS,Male,Does not qualify,79.0,89.0
UGYBD,UKPGS,Male,Does not qualify,80.0,87.0
UNN56,UKPGS,Male,Does not qualify,78.0,92.0
XQA13,UKPGS,Male,Does not qualify,77.0,84.0
YDXV0,UKPGS,Female,Does not qualify,78.0,89.0
YSH7U,UKPGS,Female,Does not qualify,78.0,87.0
0KUVX,UUUQX,Female,Does not qualify,62.0,75.0
1BEFZ,UUUQX,Female,Does not qualify,55.0,69.0
5C3GO,UUUQX,Female,Does not qualify,62.0,70.0
7OLG6,UUUQX,Female,Qualifies for reduced/free lunch,56.0,67.0
86HWL,UUUQX,Male,Does not qualify,59.0,70.0
95R1X,UUUQX,Male,Does not qualify,60.0,72.0
CWZPO,UUUQX,Male,Does not qualify,65.0,75.0
MN04N,UUUQX,Male,Does not qualify,67.0,76.0
MYVA0,UUUQX,Female,Does not qualify,59.0,72.0
OCUFY,UUUQX,Female,Qualifies for reduced/free lunch,57.0,62.0
QDWO8,UUUQX,Female,Does not qualify,60.0,72.0
W2UP9,UUUQX,Male,Does not qualify,61.0,78.0
X6H3Z,UUUQX,Male,Does not qualify,55.0,71.0
XH5US,UUUQX,Male,Does not qualify,62.0,74.0
Y3HMW,UUUQX,Female,Does not qualify,62.0,73.0
Z2JKR,UUUQX,Male,Does not qualify,62.0,71.0
236KA,UUUQX,Male,Does not qualify,68.0,82.0
25NAF,UUUQX,Male,Qualifies for reduced/free lunch,64.0,82.0
4ER6K,UUUQX,Male,Does not qualify,65.0,82.0
5BAJD,UUUQX,Male,Does not qualify,69.0,81.0
5CQKT,UUUQX,Female,Does not qualify,72.0,88.0
5T3FK,UUUQX,Male,Does not qualify,63.0,81.0
8SREJ,UUUQX,Female,Does not qualify,70.0,84.0
IG2ZG,UUUQX,Male,Does not qualify,67.0,87.0
P73C4,UUUQX,Male,Does not qualify,68.0,83.0
PN7DI,UUUQX,Female,Does not qualify,78.0,87.0
PWTOX,UUUQX,Female,Does not qualify,75.0,87.0
RF5NL,UUUQX,Female,Does not qualify,72.0,81.0
S3D1U,UUUQX,Male,Does not qualify,68.0,86.0
T0NB9,UUUQX,Male,Does not qualify,67.0,79.0
U19G8,UUUQX,Male,Does not qualify,69.0,89.0
UWEZN,UUUQX,Female,Does not qualify,67.0,85.0
WIX9F,UUUQX,Female,Does not qualify,70.0,85.0
0U7J2,UUUQX,Male,Does not qualify,72.0,90.0
13G8V,UUUQX,Female,Does not qualify,72.0,87.0
1FKL9,UUUQX,Female,Does not qualify,69.0,87.0
34TV1,UUUQX,Male,Does not qualify,73.0,89.0
4DXL9,UUUQX,Female,Does not qualify,72.0,85.0
4EVEG,UUUQX,Male,Does not qualify,70.0,91.0
8MR97,UUUQX,Male,Does not qualify,77.0,85.0
9J2Z8,UUUQX,Female,Does not qualify,71.0,81.0
BIFAM,UUUQX,Female,Does not qualify,71.0,90.0
HY397,UUUQX,Male,Does not qualify,72.0,89.0
P9VM7,UUUQX,Male,Does not qualify,71.0,88.0
PBMNM,UUUQX,Female,Does not qualify,75.0,86.0
R4LBA,UUUQX,Female,Does not qualify,71.0,83.0
RMUPP,UUUQX,Female,Does not qualify,72.0,84.0
TAFK3,UUUQX,Female,Does not qualify,72.0,85.0
XWXL4,UUUQX,Female,Does not qualify,67.0,85.0
038FI,UUUQX,Male,Does not qualify,67.0,80.0
05KAX,UUUQX,Female,Does not qualify,72.0,79.0
20UT3,UUUQX,Female,Does not qualify,71.0,76.0
4QD4Z,UUUQX,Female,Does not qualify,72.0,78.0
5QKZ9,UUUQX,Male,Qualifies for reduced/free lunch,66.0,75.0
7L0U6,UUUQX,Male,Does not qualify,68.0,79.0
8RSUD,UUUQX,Female,Does not qualify,65.0,78.0
AYAZF,UUUQX,Male,Does not qualify,70.0,79.0
C3584,UUUQX,Female,Does not qualify,71.0,82.0
DPUY4,UUUQX,Male,Does not qualify,64.0,77.0
HYYYA,UUUQX,Male,Does not qualify,70.0,78.0
PRZUQ,UUUQX,Male,Does not qualify,71.0,80.0
QM24G,UUUQX,Male,Does not qualify,70.0,79.0
S98ME,UUUQX,Female,Does not qualify,68.0,73.0
SEBPC,UUUQX,Female,Does not qualify,69.0,71.0
SMJ14,UUUQX,Male,Does not qualify,72.0,79.0
T570M,UUUQX,Female,Does not qualify,68.0,74.0
WB8AL,UUUQX,Male,Does not qualify,66.0,77.0
Y6B5R,UUUQX,Female,Does not qualify,69.0,75.0
Z2G9R,UUUQX,Female,Qualifies for reduced/free lunch,61.0,73.0
07N4F,UUUQX,Male,Does not qualify,68.0,72.0
0AIOR,UUUQX,Male,Does not qualify,70.0,79.0
37W3X,UUUQX,Male,Does not qualify,67.0,76.0
3E36E,UUUQX,Female,Does not qualify,66.0,83.0
3SWL5,UUUQX,Female,Does not qualify,66.0,80.0
8ECN8,UUUQX,Male,Does not qualify,70.0,75.0
ER2T8,UUUQX,Female,Does not qualify,64.0,80.0
GTHLL,UUUQX,Male,Does not qualify,65.0,78.0
IT97C,UUUQX,Male,Does not qualify,67.0,78.0
IZDY7,UUUQX,Male,Does not qualify,63.0,76.0
JPYUB,UUUQX,Female,Does not qualify,73.0,78.0
NTU46,UUUQX,Female,Does not qualify,67.0,73.0
Q7ZIU,UUUQX,Female,Does not qualify,69.0,75.0
YTS8T,UUUQX,Male,Does not qualify,64.0,79.0
Z4549,UUUQX,Male,Does not qualify,62.0,73.0
18VK7,VHDHF,Female,Qualifies for reduced/free lunch,59.0,72.0
80E09,VHDHF,Female,Qualifies for reduced/free lunch,52.0,68.0
8HJY3,VHDHF,Female,Qualifies for reduced/free lunch,55.0,68.0
AN3SG,VHDHF,Male,Qualifies for reduced/free lunch,53.0,69.0
BB5YM,VHDHF,Female,Qualifies for reduced/free lunch,51.0,65.0
BEC7H,VHDHF,Female,Qualifies for reduced/free lunch,52.0,73.0
GCN2Y,VHDHF,Male,Qualifies for reduced/free lunch,59.0,71.0
GF5N4,VHDHF,Female,Qualifies for reduced/free lunch,55.0,75.0
GZYH3,VHDHF,Female,Does not qualify,59.0,76.0
HA8N7,VHDHF,Female,Qualifies for reduced/free lunch,54.0,72.0
I2MTP,VHDHF,Female,Does not qualify,60.0,73.0
IKVTW,VHDHF,Female,Qualifies for reduced/free lunch,56.0,73.0
NOHNV,VHDHF,Male,Qualifies for reduced/free lunch,49.0,70.0
O8UE1,VHDHF,Male,Qualifies for reduced/free lunch,54.0,67.0
